本报讯 (记者李静睿)继国务院通过《汶川地震灾后恢复重建条例》后，国家发改委日前发布了灾区水电站恢复重建导则，当中明确位于自然保护区、风景名胜区、森林公园、地质公园、世界遗产地等国家和地方禁止开发区域内的水电站，已经损毁报废的，原则上将不再恢复重建。,340366,汶川
国民党将修改党章 马英九可能兼任党主席,340367,
新华网消息 据台联合报报道，国民党党章研修小组讨论“总统兼党魁”条款，据指出，马英九的态度已从选前的“不可能”，逐渐松动为“不排斥”；媒体预期，马英九很可能从明年下半年开始兼任国民党主席。,340367,
外交部协助被困泰国普吉岛中国游客回国,340368," (3,泰国) (4,普吉岛) (5,中国)"
中新网9月1日电 据外交部网站消息，有媒体报道，由于泰国示威群众占领普吉岛机场，泰铁路工会暂停全国铁路运输，有一批中国游客被困普吉岛。外交部高度重视，立即指示中国驻泰国使馆和驻宋卡总领馆核实、了解被困中国游客情况，要求有关旅行社妥善安置；同时要求泰有关部门采取措施，保证中国游客安全及日常生活，尽快安排他们离岛回国。,340368," (14,泰国) (36,普吉岛) (44,中国)"
江丙坤赴美出席共和党全代会,340369," (2,美)"
台海网8月31日讯 甫从日本出访回国的海峡交流基金会董事长江丙坤，今天将率团出发前往美国，出席美国共和党全国代表大会。,340369,日本，美国
贾庆林在黑龙江考察强调围绕中心谋发展,340370," (2,黑龙江)"
新华社哈尔滨8月30日电(记者吴晶)中共中央政治局常委、全国政协主席贾庆林近日在黑龙江调研时强调，要深入贯彻落实科学发展观，牢牢把握国家实施振兴东北地区等老工业基地战略的历史机遇，充分发挥统一战线和人民政协的作用，围绕中心谋发展，汇聚力量促振兴，为夺取全面建设小康社会新胜利作出贡献。</P>,340370,黑龙江，东北
食品标识管理规定等新法规9月1日起施行,340371,
新华网北京8月31日电 (记者 杨维汉)9月1日起，一批新法规和部门规章正式施行，将对我国的政治、经济、社会生活产生重要影响。,340371,
马英九作东 国民党五巨头为连战祝寿,340372,
台海网8月31日讯 马英九昨晚设宴为国民党荣誉主席连战祝寿，“府院”党高层齐聚。马英九出席时，记者问马，有上万人走上街头，有没有看转播？马英九却是一言不发。,340372,
马英九有望明年兼任国民党主席,340373,
台海网8月31日讯 国民党党章研修小组讨论“总统兼党魁”条款，据指出，马英九的态度已从选前的“不可能”，逐渐松动为“不排斥”；盱衡政治情势，马英九很可能选在明年十八全会后兼任国民党主席。,340373,
习近平：改革开放30年党建有五点启示,340374,
新华网北京9月1日电 中共中央政治局常委、中央书记处书记、中央党校校长习近平，今天出席中央党校2008年秋季学期开学典礼并发表重要讲话。他指出，党的十一届三中全会开启了改革开放历史新时期，也开启了党的建设历史新时期。30年来，我们党坚持推进中国特色社会主义伟大事业和党的建设新的伟大工程紧密结合，以改革创新精神全面加强党的建设，不仅为伟大事业提供了坚强的组织保证，党自身也在实践中得到锻炼、壮大、发展和提高。,340374,
卫生部党组书记：将全面推进医改,340375,
中新社北京九月一日电(记者 曾利明)中共卫生部党组书记高强在此间刚刚结束的“二00八深化医院管理年活动暨全国医政工作会议”提出，全国卫生系统要做好各项准备，全面推进以三大体系和一项基本制度建设为重点的医药卫生体制改革，到二0一0年见到初步成效。,340375," (1,北京)"
台检方发现陈水扁家族海外设纸上公司,340376,
中国台湾网9月1日消息 据台湾媒体报道，台“最高检”特侦组侦办陈水扁家族洗钱疑案，发现陈水扁家族除了在英属泽西岛、毛里求斯、开曼群岛设立控股公司外，并在伯利兹(Belize)设立纸上公司，且以这家公司在位于苏黎世的银行内开设账户，台检方项目小组正进一步追查该账户的资金来源及流向，厘清陈水扁家族的岛外资金动向。,340376, 
吴淑珍常语出惊人 陈水扁结扎私密事公开讲,340377,
台海网9月1日讯 陈水扁家族日前身陷海外密帐洗钱案风暴，有关陈水扁夫人吴淑珍以前讲过的话做过的事被媒体反复拿出来检视。吴淑珍以前很喜欢上镜头也很喜欢讲话，她常常语出惊人谈怎么应付关说，怎么炒股票甚至还将阿扁结扎的事情在媒体上公开讲。,340377,
国务院明确食品药品监管局由卫生部管理,340378,
新华网北京9月1日电(记者刘奕湛)记者1日从卫生部获悉，《卫生部主要职责、内设机构和人员编制规定》已经国务院常务会议审议通过，并于1日正式印发，明确卫生部管理国家食品药品监督管理局和国家中医药管理局。,340378,
国家药监局：残奥会期间兴奋剂治理不放松,340379,
本报讯(记者贾晓宏)记者今天从国家药监局了解到，残奥会期间兴奋剂治理不会松懈。,340379,
央行确保新增信贷向三农小企业和灾后重建倾斜,340380,
新华网北京9月1日电（记者姚均芳、王宇）中国人民银行1日表示，要引导货币信贷合理增长，优化信贷结构，加大对“三农”、小企业、灾后重建的信贷支持，金融机构要确保新增信贷资源向“三农”、小企业和灾后重建倾斜。,340380,
央行银监会联合下发限贷令 后奥运房价持续盘整,340381,
楼市价量齐跌,340381,
彭丽媛在维也纳国家歌剧院演绎木兰诗篇(图),340382,
据新华社电 中国歌剧《木兰诗篇》30日晚在奥地利维也纳国家歌剧院正式亮相，演出取得圆满成功。这是中国原创音乐作品首次登上这座世界顶级歌剧圣殿的舞台。,340382,
我国财政累计投入671.69亿抗震救灾资金,340383,
中新网9月1日电 财政部公布的最新数据显示，截至9月1日12时，中国各级财政部门共投入抗震救灾资金671.69亿元。,340383," (16,中国)"
据称马英九决定台湾不发展射程超1000公里导弹,340384," (3,台湾)"
中新网9月1日电 台湾军方权威人士透露，在安全与防务部门对采取守势战略获共识下，马英九执政团队已决定，台湾自行研制的雄二E巡航导弹不再精进射程，换言之，不会发展射程超过一千公里的导弹。,340384," (29,台湾)"
文化部印发文化市场重大案件界定条件,340385,
中新网9月1日电 文化部日前在其网站上公布了《关于印发〈文化市场重大案件管理办法〉的通知》。《办法》中称，文化市场经营场所发生安全事故，造成3人以上死亡，或者10人以上重伤，或者1000万元以上直接经济损失等九种情形属文化市场重大案件。,340385,
陈水扁家族被曝在三个国家设公司避税,340386,
中新网9月1日电 陈水扁被查到在英属泽西岛等地开设纸上公司后，台当局“调查局”洗钱防制中心再接获线报，指扁家族另在列支敦士登等多个避税天堂设立人头公司。“调查局”已请求协查扁家在当地账户资料。,340386,
香港九龙警长骑摩托巡逻失控坠地受伤,340387,
人民网香港9月1日电 九龙油麻地一名警长驾驶电单车巡逻时失控，堕地受伤，被送往广华医院治理。,340387,
香港拟投资兴建启德邮轮码头,340388," (0,香港)"
中新网9月1日电 据香港文汇报报道，香港商务及经济发展局局长刘吴惠兰表示，推动经济的设施，可以视为基建一部分，特区政府会考虑主动投资。其中邮轮码头特区政府会研究负责先行兴建泊位及道路等基建，争取尽快落成，推动香港的邮轮旅游。,340388," (9,香港) (39,特区)"
600家台湾企业投资大陆将完全松绑,340389,
新华网台北9月2日电 (记者 秦大军　陈键兴) 台行政当局“经济部工业局”最新统计资料显示，岛内共有约600家企业获得“营运总部”认定，将优先受惠完全松绑，不受资本登陆60%限制。,340389,
两部委向川滇下拨2700万救灾资金,340390,
新华网快讯：民政部、财政部1日向受攀枝花地震影响的四川和云南两省紧急下拨2700万元中央救灾应急资金，并向云南地震灾区紧急调拨1万顶救灾帐篷。,340390,
个人信息保护法草案已呈交至国务院,340391,
记者了解到，《个人信息保护法》草案日前已呈交至国务院，该草案规定了拥有个人信息的企业与团体应承担的法律责任，禁止任何团体在未经个人同意的前提下，将个人信息泄露给第三方，但犯罪与税收记录以及媒体调查除外。,340391,
中国决定开放朝鲜为公民组团出境旅游目的地,340392," (0,中国) (3,朝鲜)"
新华网北京9月2日电（记者 钱春弦）记者2日从国家旅游局获悉，中国政府决定开放朝鲜民主主义人民共和国为中国公民组团出境旅游目的地。,340392,
中国开放朝鲜为中国公民组团出境旅游目的地,340393," (0,中国) (2,朝鲜)"
中新网9月2日电 据国家旅游局网站消息，近日，国家旅游局副局长杜江率代表团对朝鲜进行访问，并同朝鲜国家观光总局副局长姜哲秀在平壤进行了工作会谈。会谈中，杜江代表中国国家旅游局正式通报朝方，中国政府决定开放朝鲜民主主义人民共和国为中国公民组团出境旅游目的地。,340393," (18,朝鲜) (31,平壤) (49,中国)"
中国熟制禽肉产品受阻六年后重返欧盟市场,340394," (0,中国)"
新华网济南9月2日电 题：“封关”受阻六年后中国熟制禽肉产品今起重返欧盟市场,340394,
中方高度评价福田康夫对中日关系贡献,340395,
中国日报网环球在线消息：外交部发言人姜瑜9月2日在例行记者会上就日本首相福田康夫9月1日辞职一事回答了记者的提问，对福田首相为中日关系做出的贡献给予高度评价。,340395,
台“国防政策”调整为不主动发动攻击,340396,
人民网9月2日电　据台湾《联合报》报道，台当局“国防”政策出现若干调整，“总统府”发言人王郁琦表示，“国防”政策调整为不主动发动攻击、不攻击非军事目标等两项政策指导，高层坦言，现阶段“国防”与“外交”维持相同思维，关键在于“两岸关系比过去八年还要优化”。,340396,
台当局将开放大陆客经金马“小三通”中转台湾,340397," (12,台湾)"
中国台湾网9月2日消息 据台湾媒体报道，为推动“小三通”正常化，台当局“陆委会”将开放大陆旅客可以经由金马“小三通”中转台湾，也将借由开放小额、小量的农渔产品免税进口、简化通关程序，引导金马地区的地下贸易全面合法化。整个开放方案，将在9月4日报台当局“行政院会”通过后实施。,340397,
台湾“友邦”巴拉圭不再支持台入联,340398," (0,台湾) (4,巴拉圭)"
中新网9月2日电 马英九上任以来的第一次涉外之旅就去了在南美洲的唯一“友邦”巴拉圭，不过巴拉圭似乎不是那么捧场，巴拉圭总统卢戈最近接受电视专访时表示，将改变支持台湾的立场，未来在联合国大会上，不会再投票支持台湾“加入联合国”。,340398," (17,南美洲) (23,巴拉圭) (46,台湾)"
台湾检方送传票将第3次传讯陈水扁(图),340399," (0,台湾)"
台“最高检”特侦组主任陈云南昨晚证实，特侦组为调查机要费案需要，将第三度传讯陈水扁，1日已派专人将传票送交对方。为查明机要费案资金流向与陈水扁家洗钱疑案的关联性，特侦组上周密集发函“国安局”、“外交部”等单位，也指示协助的“金管会”检查局人员全力清查陈家资金往来。,340399,
国家公务员局将推进公务员分类管理,340400,
新华网北京9月2日电(记者 谭浩)记者2日从国家公务员局了解到，相关部门正着手研究公务员分类管理办法，并将合理界定各类职位的范围，力图完善公务员的录用、晋升、交流、培训、工资、考核等各项管理环节。,340400,
外交部建议公民和团组视情调整赴泰国行程,340401," (8,泰国)"
中新网9月2日电 据中国外交部网站消息，近期泰国出现民众示威活动，示威人员威胁封锁机场，可能造成交通不便。外交部建议赴泰旅行的中国公民和团组视情调整有关行程。,340401," (11,泰国) (34,中国)"
外交部提醒在泰中国公民注意安全,340402,
新华社消息：中国外交部2日发布消息，提醒在泰国的中国公民注意安全。,340402," (12,泰国)"
杨洁篪将访问印度和斯里兰卡,340403," (3,印度) (5,斯里兰卡)"
中新网9月2日电 据中国外交部网站消息，外交部发言人姜瑜宣布：应印度共和国外交部长普拉纳布·慕克吉、斯里兰卡民主社会主义共和国外交部长罗希塔·波格拉加马邀请，杨洁篪外长将于9月7日至10日对上述两国进行正式访问。,340403," (16,印度) (22,斯里兰卡)"
温家宝：灾后重建工作修路最难,340404,
中新网9月2日电 据中央电视台《焦点访谈》报道，9月2日上午，在汶川地震过去110天，灾区大规模恢复重建工作即将展开之际，正在四川灾区考察的中共中央政治局常委、国务院总理、国务院抗震救灾总指挥部总指挥温家宝在汶川地震震中映秀镇居民安置点的空地上，举行了一场记者招待会。回答了几家国内记者的提问。,340404,
温家宝：要让学校成为最放心的地方,340405,
中新网9月2日电 据中央电视台《焦点访谈》报道，9月2日上午，在汶川地震过去110天，灾区大规模恢复重建工作即将展开之际，正在四川灾区考察的中共中央政治局常委、国务院总理、国务院抗震救灾总指挥部总指挥温家宝在汶川地震震中映秀镇居民安置点的空地上，举行了一场记者招待会，回答了几家国内记者的提问。,340405,
蔡英文当选民进党主席后首度启程前往美国,340406," (8,美国)"
中新网9月2日电 据台湾《中国时报》报道，民进党主席蔡英文今天将启程前往美国，进行为期半个月的“沟通之旅”。,340406,
邱毅爆料称陈水扁曾在洛杉矶购房(图),340407," (6,洛杉矶)"
中新网9月2日电 国民党“立委”邱毅昨天爆料，陈水扁一九九四年当选台北市长前就在美国洛杉矶拥有房产，当选后将这栋房屋闪电过户给吴淑珍的父母，并在两年后，过户给已满二十岁的女儿陈幸妤，涉嫌逃避公职人员财产申报。,340407," (20,美国) (21,洛杉矶)"
陈水扁家族洗钱案情报泄露 台检方称不影响侦办,340408,
中国台湾网9月2日消息 据台湾媒体报道，台前“调查局长”叶盛茂今天表示，台“调查局洗钱防制中心”两次收到陈水扁家族岛外资产情资，他曾面呈给当时的台湾地区领导人陈水扁。台检方特侦组洗钱疑案项目小组指出，检察官早在公务机要费案正式分案前，就已掌握陈水扁岛内外资金动向，叶盛茂所泄漏的情资仅是其中两部分，并非全貌，不会影响案件侦办。,340408,
中国使馆紧急提醒在泰中国公民注意安全,340409,
中新社曼谷九月三日电 (记者顾时宏)由于泰国政府已宣布在曼谷实施紧急状态，中国驻泰使馆三日紧急提醒在泰中国公民注意安全。,340409," (10,泰国) (15,曼谷) (20,中国)"
交通运输部修改道路旅客运输及客运站管理规定,340410,
中新网9月3日电 据交通运输部网站消息，近日，交通运输部决定对《道路旅客运输及客运站管理规定》作出修改，修改后的《道路旅客运输及客运站管理规定》重新发布。,340410,
全国矿产资源规划上报国务院,340411,
9月2日，记者从相关渠道获悉，由国土资源部负责的《全国矿产资源规划》(下简称《规划》)已通过专家论证并上报国务院待批。,340411,
公安部长：防止因执法不当处置不妥授人以柄,340412,
孟建柱在北京市公安局领导干部会上强调,340412,
台北法院就机要费案要求吴淑珍19日出庭,340413,
新华网消息 据台联合报报道，台北地方法院审理“机要费”案，发出传票要求吴淑珍19日上午9时30分出庭。“机要费”案审理至今，吴淑珍称病请假16次，如果她这次如期应讯，距离上次出庭已相隔643天。,340413,
台检方第四次传讯陈水扁说明机要费案,340414,
人民网9月3日电台特侦组侦办“机要费案”，今天再度以被告身份传唤陈水扁到案，说明“机要费”的支领状况。陈水扁于上午八时四十分离开位台北市信义路宝徕花园广场住处，九时三十分进入特侦组。面对媒体询问，陈水扁不愿回答任何问题。,340414,
台湾风力年发电9.36亿度供23万户家庭用电,340415," (0,台湾)"
中新社台北九月二日电 (记者陈立宇 曾福志)据台湾“经济部”能源局二日公布的最新数字，截至二00八年七月底，台湾风力发电累计装置容量为三十四点七万千瓦，年发电量约九点三六亿度，可供二十三万四千户平均每户用电四千度的家庭用电，能源贡献度为二十三点二万公秉油当量、可有效减少五十五点六万公吨的二氧化碳。,340415," (11,台湾)"
台特侦组因陈水扁背部不适提前结束传讯,340416,
中新网9月3日电 涉及洗钱弊案的陈水扁3日上午9点半准时抵达特侦组接受传讯，并于下午2点05分步出特侦组，结束今天的传讯。特侦组发言人陈云南表示，特侦组原本希望能够继续侦讯陈水扁，但因为陈水扁的背部不适而提前结束，有必要将再次传讯。,340416,
国家发改委协调四省电煤供应,340417,
本报讯 记者黄继妍报道：9月2日，国家发改委在南昌召开四省电煤供应保障协调会，对江西、湖北、湖南、安徽四省电煤调运供应进行重点协调。国家发改委副主任刘铁男、副省长洪礼和出席会议。,340417," (11,南昌) (21,江西) (23,湖北) (25,湖南) (27,安徽)"
国民党团拟提案冻结陈水扁部分卸任礼遇,340418,
中新网9月3日电 国民党中央政策会执行长林益世表示，基于社会观感与社会公义，陈水扁家庭涉嫌洗钱等弊案，司法已在调查，国民党团将在台“立法院”开议后，审查明年总预算案时提案冻结部分陈水扁卸任礼遇，待全案真相大白后始得动支。,340418,
国际残奥委主席补习中文 称开幕式值得期待,340419,
中新社北京九月二日电 题：“我在为残奥会开幕式补习中文”——访国际残奥委主席菲利普·克雷文,340419,
德国总统克勒将出席残奥会开幕式,340420," (0,德国)"
中新网9月3日电 综合报道，德国总统办公室消息，德国总统克勒将出席9月6日北京残奥会的开幕式。克勒的亚洲行2日开始，他还将访问哈萨克斯坦和蒙古。,340420," (7,德国) (26,亚洲) (36,哈萨克斯坦) (38,蒙古)"
我国首个环境监测预报卫星本周有望升空,340421,
我国计划建造最终由8颗卫星组成的环境与灾害监测预报小卫星星座,340421,
药监局分离药品受理审评审批三项职能,340422,
新华网北京9月3日电（记者刘奕湛）国家食品药品监督管理局新闻发言人颜江瑛3日在回答记者提问时表示，药监局对药品的受理、审评、审批三项职能的权力进行了分离，三个职能不会集中在一个部门。,340422,
药监局将增加食品卫生安全监管职责,340423,
中新社北京九月三日电 (记者 曾利明)国家食品药品监督管理局新闻发言人颜江瑛今天宣布：经国务院批准，该局将综合协调食品安全、组织查处食品安全重大事故职责划给国家卫生部；同时把卫生部负责的食品卫生许可，餐饮业等消费环节食品安全监管、保健食品、化妆品卫生监督管理的职责划入该局；目前交接工作已经开始。,340423,
质检总局被指通过监管码获利续企业律师遭约见,340424,
本报讯 (记者胡笑红)在两次约见防伪企业希望对方撤诉的要求遭拒后，国家质检总局昨天又开始约见防伪企业代理律师周泽。,340424,
陈水扁再度召开记者会就机要费案进行辩解,340425,
中新网9月3日电 身陷机要费与洗钱案风暴的陈水扁，今天上午再度被传讯后，下午随即召开记者会，强调称机要费是特别费的一种，并质疑马英九虽然特别费被起诉但仍脱身，因此对外“喊冤”。,340425,
陈水扁可能遭检察官申请羁押,340426,
中新网9月3日电 涉及洗钱弊案的陈水扁今天(3日)被特侦组传讯，虽然他在重重警力戒护下，一派轻松走进特侦组，因为检方怀疑陈水扁和叶盛茂与陈镇慧之间有串证之虞，不排除在今天侦讯完后，要声请羁押陈水扁。,340426,
陈水扁应讯结束迅速离开台特侦组,340427,
人民网快讯 今日午后约2时，陈水扁第3度“机要费”案应讯结束，过程长达4个小时，在律师及随扈陪同下，迅速离开特侦组，并未对外发表言论，直接驱车返回办公室。,340427,
香港12所高校录取1400名内地新生,340428," (0,香港)"
新华网香港9月2日电 (记者 吕诺) 被香港12所高校录取的约1400名内地新生近日陆续到校报到。各高校积极帮助内地新生适应崭新的学习生活，还为来自四川地震灾区的学生提供不同额度的奖学金，让他们安心完成学业。,340428,
香港选委会称投票结束前不可公布调查结果,340429,
中新网9月3日电 据香港特区政府网站消息，香港选举管理委员会劝吁传媒及其它机构，在投票结束前，不可公布票站调查结果，或具体评论、预测个别候选人或地方选区候选人名单的表现，以免影响选民的投票意向和选举结果。,340429," (5,香港)"
马英九称将会要求大陆签署和平协议,340430,
中新网9月3日电 马英九日前接受媒体专访时称，台当局要建立一个“小而美”的台军，这方面要维持防务预算不少于GDP百分之三，“但我们不会采取攻势的作为，战略上一定是采取守势。”,340430,
中国向索马里提供100万美元无偿援助,340431," (0,中国) (2,索马里)"
新华网内罗毕9月4日电(记者 赵卓昀)中国驻肯尼亚大使馆4日在内罗毕向索马里驻肯使馆移交了中国政府提供的100万美元无偿援助款以及一台发电机。,340431," (1,内罗毕) (9,中国) (11,肯尼亚) (18,索马里)"
中国工程院院长称正酝酿院士交费制,340432,
中新网9月4日电 中国工程院院长徐匡迪日前在接受凤凰卫视女主播吴小莉主持的《问答神州》节目专访时透露，正在酝酿院士交费，可能某个时期随着待遇提高也要交点费。,340432,
全国8月发生交通事故21150起5660人死亡,340433,
中新网9月4日电 据中国公安部网站消息，8月份，全国共发生道路交通事故21150起，造成5660人死亡、25418人受伤，直接财产损失0.83亿元。分别比去年同期下降24.4%、19.8%、24.7%和25.6%。发生一次死亡10人以上特大道路交通事故4起，同比增加1起。,340433,
卫生部查处32种不合格化妆品(附名单),340434,
中新网9月4日电 据卫生部网站消息，卫生部近日查处3种甲醇含量超标的发胶类化妆品、15种汞含量超标的宣称有祛斑或美白功能化妆品和14种产品标签标识说明书不合格的化妆品。,340434,
外交部及中国驻外使领馆收到19.19亿地震捐款,340435,
新华网北京9月4日电 四川汶川特大地震发生以来，国际社会向中国政府和人民表达真诚同情和慰问，并提供了各种形式的支持和援助。据外交部消息，截至8月27日，外交部及中国驻外使领馆、团共收到外国政府、团体和个人等捐资19.19亿元人民币。,340435,
外交部提醒中国公民谨慎前往巴基斯坦,340436," (6,巴基斯坦)"
中新网9月4日电 据外交部网站消息，近期，巴基斯坦安全形势较紧张，个别地区治安状况较差，不断发生涉外国公民的恶性案件。,340436," (11,巴基斯坦)"
我国建立105个避孕药具不良反应监测试点网,340437,
中新社北京九月四日电 (记者 曾利明) 记者今天从国家人口和计划生育委员会获悉：一个由一百零五个县级监测哨点组成，覆盖全国三十一个省、区、市的避孕药具不良反应监测试点网已经建立。通过该网络可监测避孕药具安全性和有效性，为育龄人群提供避孕方法知情选择，提高生殖健康水平提供技术保证。,340437,
我国目前正逐步形成大扶贫格局,340438,
新华网南昌9月4日电（记者郑悦）国务院扶贫办副主任王国良近日表示，我国目前已逐步形成了一个集行业政策、区域政策和社会政策于一体的“大扶贫”格局，加快了扶贫进程。,340438,
收费公路权益转让办法出台 累计收费禁超25年,340439,
本报讯(记者郭鲲)昨天，交通运输部联合国家发改委、财政部共同颁布《收费公路权益转让办法》。针对近年来一些地方出现的违规多次转让收费公路收费权，《办法》首次明确规定，一条收费公路的收费时间如果已经超过收费期限2/3，就不得转让其收费权，而经营性收费公路转让收费权后，累计收费期限不能超过25年。,340439,
教育部明确规定学生睡眠用眼时间,340440,
新华网北京9月4日电 (记者 刘奕湛、吴晶)教育部4日印发的《中小学学生近视眼防控工作方案》对中小学生的睡眠时间、用眼时间以及作业时间都作出明确规定，希望借此遏制青少年近视眼率居高不下的趋势。,340440,
海基会两岸共同打击犯罪将列入下一步两会协商,340441,
中新社台北九月四日电(记者 陈立宇 曾福志)台湾海峡交流基金会副董事长兼秘书长高孔廉四日在记者会上表示，两岸共同打击犯罪将列入第二次江、陈会协商内容，以建立两岸共同打击犯罪模式，海基会希望能尽速达成协议。,340441,
煤监局副局长赶赴辽宁阜新矿难事故现场,340442," (3,辽宁)"
新华网北京9月4日电(记者 杜宇)记者4日从国家安全监管总局获悉，辽宁阜新市清河区河西镇八矿井下发生瓦斯事故后，安全监管总局已派国家煤矿安监局副局长付建华和国家安全生产应急救援指挥中心人员赶赴事故现场，协助指导事故抢险救援等工作。,340442,
美国司法安全部门协查陈水扁家族在美资产,340443,
中新网9月4日电 针对陈水扁之子陈致中是否在美国弗吉尼亚大学附近购买住宅及其资金来源流向，台湾法务部门已经洽请美国司法部等部门协助调查，美国司法部除了本身的联邦调查局等单位外，也转请国土安全部协助。,340443,
金门海滩发现大批未爆炸弹 台军方将移除销毁,340444,
中新网9月4日电 金门南海岸尚义机场外海滩，今天发现有三十多颗未爆弹，台军人员到现场鉴定不具危险性，将予以移除销毁。,340444,
陈水扁洗钱范围横跨五大洲 总额逾10亿新台币,340445,
中新网9月4日电 扁家海外账户越扯越大，洗钱范围横跨五大洲13地，特侦组加紧脚步追查又有新发现，除了陈水扁儿媳妇黄睿靓在开曼岛美林银行户头的2100万美金之外，陈水扁夫人吴淑珍胞兄吴景茂在4年前也从泽西岛汇了1500万美金到模里西斯开设控股公司，光是这两笔汇款总额就高达新台币10亿元以上。,340445,
韩国要求台湾媒体取消南韩称呼,340446," (0,韩国) (2,台湾)"
中新网9月4日电 据台湾《联合报》报道，继要求媒体报导韩国新闻必须详加查证后，韩国驻台北代表部又有新招！上周韩国驻台北代表部主动发函台湾各大媒体要求正名，希望台湾媒体在处理韩国新闻时，以“韩国”取代“南韩”，以正视听。,340446,
香港今年68人服用壮阳药感到不适3人死亡,340447," (0,香港)"
中新网9月4日电 据香港明报报道，香港元朗一名中年男子3日凌晨怀疑服食壮阳药后，感到呕吐头晕，女友人代为报警，事主送院治理后无碍。,340447,
马英九呼吁陈水扁勇于面对司法,340448,
中新网9月4日电 陈水扁3日就机要费案召开记者会，大谈马英九担任市长时的特别费。马英九对此全程掌握，随即由发言人出面说明，要陈水扁勇于面对司法，不要旁生枝节。,340448,
马英九幕僚称两岸须先搁置争议 促进共识,340449,
中新网9月4日电 据台湾TVBS报道，马英九办公室今天表示，马英九与两岸有关的政见可以顺利完成，就是在于“搁置争议”。,340449,
假日办：国庆提前放假让工作休息时间更平均,340450,
国庆长假提前至9月29日，这一变化让一些市民感到不适应。那么今年的“十一”长假为什么要提前呢？时报记者昨日电话连线国家假日办有关负责人，该负责人表示，此举是为了让国家法定假日更显人性化，让“十一”前后周的工作与休息时间更为“平均”。,340450,
卫生部通报四家医院违反规定配置射波刀,340451,
中新网9月5日电 据卫生部网站消息，卫生部今日将天津市肿瘤医院、广西中医学院附属瑞康医院、复旦大学附属华山医院和山东鲁台医院装备使用射波刀违规情况通报如下：,340451,
港珠澳大桥总体方案结束模型试验评标,340452,
中新网9月5日电 据香港大公报报道，备受关注的港珠澳大桥又传佳音。记者4日从广东省交通厅获悉，大桥总体方案深化研究及工程物理模型试验评标工作结束，由中交公路规划设计院有限公司主办的四家单位联合体，以评标委员会推荐的候选人中标。,340452,
澳门16人食用生蚝后出现不适,340453," (0,澳门)"
中新网9月5日电 据新华澳报报道，继3日澳门卫生局公布有14名港澳人士在澳门酒店食用自助餐后出现不适，卫生局4日再接获报告，有16名澳门人在酒店食用自助餐出现不适。,340453,
知情人士称农民工养老保险办法年内出台,340454,
知情人士称，根据农民工流动性强和收入低的两大特点，将为农民工建立个人大账户，将其个人缴费和单位全部或绝大部分的缴费，都纳入这个账户，该账户可随农民工流动而在全国流动。,340454,
陈水扁结束应讯称检方要求侦讯内容保密,340455,
中新网9月5日电 陈水扁今天(5日)上午以证人身份到台北地检署应讯，经过短短1个多小时的侦讯后离开。陈水扁在北检门口向媒体表示，今天检察官有特别交代，所有的侦讯内容都列为机密，也要求今天所有在场的当事人、证人、律师都不得公开。,340455,
香港又有女童感染神秘病毒死亡成1个月内第4宗,340456," (0,香港)"
中新网9月5日电 据星岛日报报道，开学仅3天，香港再有女童被神秘病毒袭击夺命，是一个月内第4宗死亡个案。香港卫生防护中心4日公布，一名上月曾到访广东的6岁女童，开学不久因发烧、喉咙痛及呕吐到东区医院求诊，被诊断为上呼吸道感染，但取药离院后翌日即告病逝，中心正调查女童是否因传染病致死。,340456," (13,香港) (47,广东)"
香港将向55万学生发放共5.5亿港元津贴,340457," (0,香港)"
新华网香港9月5日电(记者 孙浩)香港特区政府5日宣布，将从10月起向所有在2008至2009学年已申请资助并符合资格的学生，发放一次性1000港元现金津贴，共涉资约5.5亿港元，约55万名学生受惠。,340457," (1,香港)"
香港残奥村两住客感染诺如病毒,340458," (0,香港)"
中新网9月5日电 据香港大公报报道，香港残奥村三名女住客出现屙呕病征，其中两人证实感染诺如病毒，分别入住韦尔斯医院和玛嘉烈医院接受治疗，现时情况稳定。卫生署卫生防护中心人员已到访残奥村，酒店也已根据卫生防护中心建议进行消毒。,340458," (5,香港)"
20位贵宾和50位体育部长将出席残奥开幕式,340459,
中新网9月6日电 在今天上午举行的北京奥组委和国际残奥委会举行的联合例行新闻发布会上，北京奥组委执行副主席兼秘书长王伟透露：大概有20位贵宾和50位体育部长将会出席北京残奥会开幕式。,340459," (45,北京)"
伊朗总统抵京出席北京残奥会开幕式,340460,
国际在线消息(记者蔡靖?)：6日上午，伊朗总统艾哈迈迪内贾德乘专机抵达北京首都国际机场，他将出席当晚举行的北京残奥会开幕式。,340460,
体育总局局长称将坚持举国体制 反驳劳民伤财说,340461,
举国体制是许多国家在一些重要工作、重大工程中普遍采取的一种行之有效、效率极高的办法,340461,
公安部授予援川沈阳特警集体一等功,340462,
晨报讯(记者 冯翔) 千里迢迢奔赴灾区，抓逃犯、搭帐篷、发现金、疏导交通……他们，黑了瘦了。,340462,
农业部：局部可能发生重大动物疫情,340463,
据新华社电 当前正值禽流感等重大动物疫病高发季节，农业部副部长高鸿宾5日要求，各级畜牧兽医部门切实采取有效措施，做好秋季重大动物疫病防控工作，力争不发生高致病性禽流感等重大动物疫情。,340463,
北京残奥会今晚8点开幕,340464,
